Id,SalePrice
1461,181228.0
1462,190317.0
1463,183452.0
1464,199790.0
1465,201908.0
1466,192745.0
1467,171973.0
1468,187601.0
1469,224512.0
1470,152607.0
1471,148675.0
1472,103943.0
1473,103943.0
1474,148675.0
1475,148675.0
1476,237507.0
1477,226751.0
1478,220534.0
1479,203989.0
1480,293229.0
1481,283718.0
1482,197489.0
1483,229246.0
1484,201908.0
1485,172532.0
1486,187601.0
1487,128479.0
1488,180468.0
1489,220664.0
1490,226187.0
1491,152607.0
1492,152607.0
1493,161238.0
1494,224512.0
1495,232331.0
1496,148675.0
1497,161238.0
1498,153001.0
1499,148675.0
1500,148675.0
1501,171973.0
1502,171973.0
1503,159928.0
1504,176555.0
1505,181228.0
1506,171973.0
1507,181228.0
1508,171973.0
1509,181228.0
1510,181228.0
1511,220534.0
1512,232331.0
1513,171973.0
1514,265809.0
1515,176555.0
1516,218678.0
1517,192745.0
1518,152607.0
1519,152607.0
1520,171973.0
1521,231990.0
1522,181228.0
1523,128479.0
1524,128479.0
1525,294123.0
1526,152607.0
1527,179478.0
1528,128479.0
1529,190317.0
1530,181228.0
1531,128479.0
1532,160004.0
1533,171973.0
1534,123099.0
1535,171973.0
1536,171973.0
1537,176555.0
1538,128479.0
1539,123099.0
1540,229246.0
1541,128479.0
1542,159196.0
1543,171973.0
1544,123099.0
1545,123099.0
1546,123099.0
1547,159196.0
1548,123099.0
1549,136199.0
1550,136199.0
1551,126008.0
1552,159928.0
1553,128479.0
1554,136199.0
1555,229246.0
1556,182177.0
1557,128479.0
1558,179478.0
1559,171973.0
1560,128479.0
1561,182177.0
1562,179478.0
1563,179478.0
1564,171973.0
1565,244578.0
1566,171973.0
1567,226751.0
1568,171973.0
1569,218678.0
1570,179478.0
1571,123099.0
1572,192745.0
1573,202622.0
1574,171973.0
1575,229783.0
1576,231990.0
1577,188645.0
1578,220511.0
1579,220511.0
1580,171973.0
1581,159798.0
1582,176555.0
1583,181228.0
1584,192745.0
1585,171973.0
1586,172532.0
1587,176555.0
1588,128479.0
1589,234277.0
1590,179478.0
1591,188645.0
1592,172532.0
1593,171973.0
1594,128479.0
1595,126008.0
1596,199790.0
1597,199790.0
1598,224512.0
1599,156055.0
1600,156055.0
1601,160866.0
1602,123099.0
1603,180229.0
1604,202622.0
1605,224512.0
1606,183452.0
1607,171973.0
1608,232331.0
1609,180468.0
1610,180468.0
1611,224512.0
1612,235051.0
1613,171973.0
1614,153001.0
1615,103943.0
1616,103943.0
1617,103943.0
1618,123099.0
1619,199141.0
1620,152607.0
1621,187601.0
1622,176555.0
1623,199141.0
1624,183452.0
1625,183452.0
1626,224512.0
1627,232331.0
1628,171973.0
1629,128479.0
1630,153001.0
1631,197999.0
1632,159928.0
1633,159928.0
1634,128479.0
1635,171973.0
1636,160866.0
1637,224512.0
1638,171973.0
1639,181228.0
1640,171973.0
1641,181228.0
1642,152607.0
1643,171973.0
1644,171973.0
1645,171973.0
1646,199790.0
1647,224512.0
1648,171973.0
1649,171973.0
1650,128479.0
1651,128479.0
1652,103943.0
1653,103943.0
1654,148675.0
1655,148675.0
1656,148675.0
1657,148675.0
1658,148675.0
1659,148675.0
1660,171973.0
1661,293229.0
1662,229299.0
1663,229299.0
1664,283718.0
1665,229299.0
1666,218678.0
1667,163056.0
1668,231990.0
1669,204855.0
1670,237507.0
1671,220534.0
1672,293229.0
1673,267575.0
1674,152607.0
1675,217251.0
1676,156055.0
1677,181228.0
1678,229246.0
1679,263326.0
1680,202622.0
1681,220438.0
1682,218678.0
1683,220438.0
1684,187601.0
1685,159928.0
1686,201908.0
1687,163056.0
1688,192376.0
1689,197999.0
1690,171973.0
1691,171973.0
1692,171973.0
1693,197999.0
1694,201445.0
1695,192376.0
1696,171973.0
1697,188645.0
1698,283718.0
1699,171973.0
1700,203989.0
1701,171973.0
1702,244578.0
1703,199790.0
1704,224512.0
1705,199141.0
1706,224512.0
1707,220534.0
1708,182177.0
1709,276461.0
1710,192745.0
1711,226187.0
1712,179478.0
1713,224512.0
1714,176555.0
1715,179478.0
1716,181228.0
1717,187601.0
1718,187601.0
1719,267575.0
1720,199141.0
1721,187601.0
1722,187601.0
1723,128479.0
1724,197999.0
1725,201908.0
1726,152607.0
1727,123099.0
1728,152607.0
1729,171973.0
1730,192745.0
1731,187601.0
1732,171973.0
1733,171973.0
1734,171973.0
1735,171973.0
1736,179478.0
1737,171973.0
1738,171973.0
1739,155481.0
1740,171973.0
1741,171973.0
1742,156055.0
1743,156055.0
1744,171973.0
1745,293229.0
1746,181228.0
1747,171973.0
1748,181228.0
1749,181228.0
1750,192745.0
1751,171973.0
1752,192376.0
1753,181228.0
1754,181228.0
1755,171973.0
1756,128479.0
1757,179478.0
1758,171973.0
1759,171973.0
1760,224512.0
1761,259482.0
1762,171973.0
1763,224512.0
1764,176555.0
1765,220534.0
1766,220664.0
1767,181228.0
1768,180468.0
1769,171973.0
1770,180229.0
1771,152607.0
1772,152607.0
1773,181228.0
1774,199141.0
1775,159196.0
1776,172532.0
1777,181228.0
1778,128479.0
1779,192745.0
1780,199790.0
1781,128479.0
1782,159196.0
1783,128479.0
1784,181228.0
1785,128479.0
1786,128479.0
1787,128479.0
1788,220534.0
1789,128479.0
1790,128479.0
1791,190317.0
1792,229783.0
1793,204855.0
1794,192376.0
1795,220534.0
1796,181228.0
1797,128479.0
1798,158530.0
1799,128479.0
1800,181228.0
1801,128479.0
1802,128479.0
1803,199141.0
1804,192745.0
1805,181228.0
1806,176555.0
1807,159928.0
1808,220534.0
1809,220534.0
1810,159928.0
1811,187601.0
1812,160004.0
1813,123099.0
1814,192376.0
1815,123099.0
1816,128479.0
1817,128479.0
1818,152607.0
1819,128479.0
1820,171973.0
1821,128479.0
1822,128479.0
1823,182177.0
1824,171973.0
1825,123099.0
1826,128479.0
1827,126008.0
1828,126008.0
1829,123099.0
1830,159928.0
1831,176555.0
1832,123099.0
1833,159928.0
1834,171973.0
1835,197489.0
1836,128479.0
1837,244578.0
1838,128479.0
1839,123099.0
1840,128479.0
1841,171973.0
1842,128479.0
1843,192745.0
1844,171973.0
1845,232331.0
1846,232331.0
1847,171973.0
1848,171973.0
1849,171973.0
1850,176555.0
1851,123099.0
1852,192376.0
1853,201445.0
1854,183452.0
1855,180229.0
1856,224512.0
1857,218678.0
1858,188645.0
1859,188645.0
1860,188645.0
1861,188645.0
1862,171973.0
1863,171973.0
1864,171973.0
1865,226187.0
1866,179478.0
1867,158530.0
1868,204855.0
1869,188645.0
1870,229299.0
1871,199790.0
1872,203989.0
1873,171973.0
1874,179478.0
1875,179478.0
1876,152607.0
1877,179478.0
1878,192745.0
1879,171973.0
1880,199141.0
1881,220534.0
1882,171973.0
1883,152607.0
1884,171973.0
1885,220534.0
1886,171973.0
1887,152607.0
1888,224512.0
1889,224512.0
1890,181228.0
1891,156055.0
1892,188645.0
1893,152607.0
1894,179478.0
1895,152607.0
1896,188084.0
1897,152607.0
1898,201908.0
1899,188645.0
1900,159196.0
1901,128479.0
1902,181228.0
1903,171973.0
1904,152607.0
1905,220534.0
1906,199790.0
1907,229246.0
1908,148675.0
1909,148675.0
1910,148675.0
1911,171973.0
1912,171973.0
1913,123099.0
1914,128479.0
1915,202622.0
1916,292240.0
1917,192745.0
1918,192745.0
1919,182177.0
1920,220511.0
1921,273618.0
1922,203989.0
1923,171973.0
1924,218678.0
1925,192745.0
1926,224512.0
1927,192745.0
1928,229783.0
1929,123099.0
1930,192376.0
1931,152607.0
1932,192376.0
1933,152607.0
1934,182177.0
1935,179478.0
1936,163056.0
1937,171973.0
1938,159196.0
1939,188084.0
1940,161238.0
1941,180468.0
1942,171973.0
1943,179478.0
1944,234131.0
1945,159196.0
1946,171973.0
1947,128479.0
1948,171973.0
1949,187601.0
1950,171973.0
1951,160004.0
1952,224512.0
1953,220534.0
1954,181228.0
1955,192745.0
1956,171973.0
1957,181228.0
1958,171973.0
1959,128479.0
1960,176555.0
1961,187601.0
1962,103943.0
1963,103943.0
1964,103943.0
1965,148675.0
1966,148675.0
1967,265809.0
1968,283718.0
1969,285530.0
1970,294419.0
1971,267575.0
1972,237507.0
1973,183452.0
1974,224512.0
1975,283718.0
1976,220664.0
1977,218278.0
1978,276461.0
1979,160866.0
1980,218278.0
1981,234277.0
1982,220438.0
1983,220438.0
1984,156055.0
1985,171973.0
1986,171973.0
1987,159196.0
1988,181228.0
1989,171973.0
1990,171973.0
1991,154967.0
1992,158530.0
1993,171973.0
1994,197489.0
1995,204855.0
1996,226187.0
1997,171973.0
1998,217684.0
1999,267891.0
2000,171973.0
2001,229982.0
2002,183452.0
2003,180468.0
2004,181228.0
2005,231990.0
2006,182177.0
2007,224512.0
2008,192376.0
2009,176555.0
2010,172532.0
2011,187601.0
2012,190317.0
2013,179478.0
2014,123099.0
2015,201908.0
2016,179478.0
2017,192745.0
2018,152607.0
2019,192745.0
2020,179478.0
2021,128479.0
2022,229299.0
2023,152607.0
2024,171973.0
2025,283718.0
2026,156055.0
2027,153001.0
2028,153001.0
2029,148675.0
2030,171973.0
2031,171973.0
2032,201445.0
2033,156055.0
2034,148675.0
2035,203989.0
2036,148675.0
2037,148675.0
2038,156055.0
2039,103943.0
2040,171973.0
2041,265599.0
2042,171973.0
2043,171973.0
2044,224512.0
2045,171973.0
2046,192745.0
2047,180468.0
2048,179478.0
2049,182177.0
2050,171973.0
2051,183452.0
2052,220534.0
2053,171973.0
2054,123099.0
2055,181228.0
2056,181228.0
2057,187601.0
2058,220534.0
2059,183452.0
2060,220511.0
2061,220534.0
2062,192745.0
2063,128479.0
2064,237507.0
2065,171973.0
2066,229299.0
2067,158530.0
2068,199141.0
2069,128479.0
2070,188084.0
2071,128479.0
2072,128479.0
2073,199790.0
2074,199141.0
2075,171973.0
2076,128479.0
2077,181228.0
2078,181228.0
2079,128479.0
2080,188645.0
2081,128479.0
2082,273618.0
2083,128479.0
2084,128479.0
2085,171973.0
2086,160004.0
2087,159928.0
2088,181228.0
2089,128479.0
2090,128479.0
2091,187601.0
2092,187601.0
2093,190317.0
2094,128479.0
2095,128479.0
2096,128479.0
2097,202622.0
2098,192745.0
2099,192376.0
2100,265599.0
2101,171973.0
2102,159196.0
2103,171973.0
2104,128479.0
2105,128479.0
2106,128479.0
2107,128479.0
2108,179478.0
2109,136199.0
2110,154967.0
2111,171973.0
2112,171973.0
2113,123099.0
2114,163056.0
2115,123099.0
2116,123099.0
2117,123099.0
2118,123099.0
2119,123099.0
2120,128479.0
2121,244973.0
2122,136199.0
2123,171973.0
2124,136199.0
2125,126008.0
2126,128479.0
2127,159928.0
2128,187601.0
2129,171973.0
2130,128479.0
2131,128479.0
2132,171973.0
2133,128479.0
2134,192376.0
2135,128479.0
2136,128479.0
2137,220511.0
2138,171973.0
2139,181228.0
2140,176555.0
2141,171973.0
2142,171973.0
2143,171973.0
2144,128479.0
2145,226751.0
2146,232331.0
2147,171973.0
2148,187601.0
2149,171973.0
2150,220511.0
2151,123099.0
2152,224512.0
2153,176555.0
2154,123099.0
2155,123099.0
2156,171973.0
2157,181228.0
2158,171973.0
2159,224512.0
2160,179478.0
2161,179478.0
2162,229982.0
2163,229982.0
2164,171973.0
2165,171973.0
2166,179478.0
2167,171973.0
2168,171973.0
2169,176555.0
2170,192745.0
2171,171973.0
2172,171973.0
2173,161238.0
2174,171973.0
2175,171973.0
2176,171973.0
2177,197489.0
2178,267575.0
2179,171973.0
2180,229783.0
2181,192745.0
2182,224512.0
2183,183452.0
2184,192745.0
2185,188645.0
2186,179478.0
2187,171973.0
2188,182177.0
2189,218678.0
2190,179478.0
2191,183452.0
2192,160004.0
2193,128479.0
2194,159928.0
2195,176555.0
2196,192376.0
2197,172532.0
2198,128479.0
2199,188645.0
2200,180229.0
2201,187601.0
2202,155986.0
2203,171973.0
2204,171973.0
2205,171973.0
2206,203989.0
2207,229246.0
2208,152607.0
2209,160004.0
2210,148675.0
2211,123099.0
2212,128479.0
2213,160866.0
2214,192745.0
2215,128479.0
2216,192745.0
2217,181228.0
2218,128479.0
2219,136199.0
2220,128479.0
2221,202622.0
2222,202622.0
2223,171973.0
2224,171973.0
2225,199141.0
2226,183452.0
2227,201445.0
2228,183452.0
2229,293830.0
2230,180468.0
2231,190317.0
2232,192745.0
2233,235051.0
2234,220511.0
2235,171973.0
2236,203989.0
2237,224512.0
2238,267891.0
2239,204855.0
2240,155481.0
2241,224359.0
2242,171973.0
2243,197489.0
2244,103943.0
2245,103943.0
2246,171973.0
2247,103943.0
2248,163056.0
2249,128479.0
2250,183452.0
2251,171973.0
2252,224512.0
2253,160004.0
2254,171973.0
2255,171973.0
2256,187601.0
2257,128479.0
2258,171973.0
2259,171973.0
2260,293005.0
2261,159798.0
2262,156055.0
2263,265809.0
2264,136199.0
2265,293717.0
2266,197999.0
2267,224512.0
2268,190317.0
2269,171973.0
2270,199790.0
2271,235051.0
2272,197999.0
2273,203989.0
2274,181228.0
2275,218678.0
2276,188645.0
2277,181228.0
2278,187601.0
2279,180229.0
2280,171973.0
2281,155394.0
2282,148675.0
2283,103943.0
2284,103943.0
2285,148675.0
2286,179478.0
2287,267575.0
2288,229982.0
2289,293229.0
2290,293830.0
2291,293229.0
2292,283718.0
2293,293830.0
2294,294689.0
2295,163056.0
2296,218278.0
2297,220511.0
2298,226751.0
2299,244973.0
2300,293229.0
2301,171973.0
2302,152607.0
2303,158530.0
2304,220664.0
2305,156055.0
2306,156055.0
2307,197489.0
2308,156055.0
2309,220438.0
2310,220438.0
2311,220438.0
2312,163056.0
2313,179478.0
2314,160866.0
2315,192376.0
2316,187601.0
2317,232331.0
2318,182177.0
2319,188645.0
2320,188645.0
2321,171973.0
2322,159196.0
2323,179478.0
2324,231990.0
2325,163056.0
2326,171973.0
2327,187601.0
2328,171973.0
2329,160866.0
2330,163056.0
2331,229246.0
2332,234277.0
2333,183452.0
2334,229783.0
2335,232331.0
2336,220511.0
2337,192745.0
2338,229982.0
2339,199141.0
2340,265809.0
2341,224512.0
2342,183452.0
2343,152607.0
2344,152607.0
2345,192745.0
2346,182177.0
2347,192745.0
2348,182177.0
2349,190317.0
2350,276461.0
2351,226187.0
2352,229246.0
2353,224512.0
2354,187601.0
2355,187601.0
2356,128479.0
2357,179478.0
2358,171973.0
2359,123099.0
2360,188645.0
2361,226187.0
2362,171973.0
2363,202622.0
2364,201908.0
2365,188084.0
2366,181228.0
2367,155481.0
2368,161238.0
2369,153001.0
2370,148675.0
2371,148675.0
2372,180468.0
2373,171973.0
2374,283718.0
2375,123099.0
2376,181228.0
2377,226751.0
2378,199790.0
2379,181228.0
2380,171973.0
2381,218278.0
2382,294419.0
2383,181228.0
2384,199790.0
2385,232331.0
2386,181228.0
2387,152607.0
2388,171973.0
2389,183452.0
2390,171973.0
2391,199141.0
2392,152607.0
2393,181228.0
2394,181228.0
2395,181228.0
2396,171973.0
2397,171973.0
2398,224512.0
2399,123099.0
2400,126008.0
2401,123099.0
2402,181228.0
2403,187601.0
2404,171973.0
2405,229246.0
2406,180468.0
2407,179478.0
