Id,SalePrice
1461,136500
1462,174000
1463,174000
1464,174000
1465,174000
1466,174000
1467,174000
1468,174000
1469,174000
1470,174000
1471,136500
1472,120500
1473,120500
1474,174000
1475,174000
1476,174000
1477,174000
1478,174000
1479,174000
1480,174000
1481,174000
1482,174000
1483,174000
1484,174000
1485,174000
1486,174000
1487,174000
1488,174000
1489,205950
1490,205950
1491,174000
1492,136500
1493,174000
1494,174000
1495,174000
1496,205950
1497,205950
1498,205950
1499,205950
1500,205950
1501,205950
1502,205950
1503,205950
1504,205950
1505,205950
1506,174000
1507,174000
1508,174000
1509,174000
1510,174000
1511,174000
1512,174000
1513,174000
1514,174000
1515,174000
1516,174000
1517,174000
1518,174000
1519,174000
1520,174000
1521,174000
1522,174000
1523,174000
1524,174000
1525,174000
1526,174000
1527,174000
1528,174000
1529,174000
1530,174000
1531,120500
1532,120500
1533,120500
1534,120500
1535,120500
1536,120500
1537,120500
1538,120500
1539,120500
1540,120500
1541,120500
1542,120500
1543,174000
1544,120500
1545,120500
1546,120500
1547,120500
1548,120500
1549,120500
1550,120500
1551,120500
1552,120500
1553,120500
1554,120500
1555,174000
1556,174000
1557,174000
1558,174000
1559,74700
1560,136500
1561,174000
1562,174000
1563,174000
1564,174000
1565,174000
1566,174000
1567,174000
1568,174000
1569,174000
1570,174000
1571,174000
1572,174000
1573,174000
1574,174000
1575,174000
1576,174000
1577,174000
1578,174000
1579,174000
1580,174000
1581,174000
1582,174000
1583,174000
1584,174000
1585,120500
1586,174000
1587,174000
1588,174000
1589,174000
1590,174000
1591,174000
1592,174000
1593,174000
1594,136500
1595,174000
1596,174000
1597,174000
1598,174000
1599,120500
1600,120500
1601,120500
1602,120500
1603,74700
1604,120500
1605,174000
1606,174000
1607,174000
1608,174000
1609,174000
1610,174000
1611,174000
1612,174000
1613,174000
1614,120500
1615,120500
1616,120500
1617,120500
1618,174000
1619,174000
1620,174000
1621,174000
1622,174000
1623,174000
1624,174000
1625,174000
1626,174000
1627,174000
1628,174000
1629,174000
1630,174000
1631,174000
1632,174000
1633,174000
1634,174000
1635,174000
1636,174000
1637,174000
1638,174000
1639,174000
1640,174000
1641,174000
1642,205950
1643,205950
1644,205950
1645,174000
1646,174000
1647,174000
1648,174000
1649,174000
1650,174000
1651,174000
1652,120500
1653,120500
1654,174000
1655,174000
1656,174000
1657,174000
1658,174000
1659,174000
1660,174000
1661,174000
1662,174000
1663,174000
1664,174000
1665,174000
1666,174000
1667,174000
1668,174000
1669,174000
1670,174000
1671,174000
1672,174000
1673,174000
1674,174000
1675,174000
1676,174000
1677,174000
1678,174000
1679,174000
1680,174000
1681,174000
1682,174000
1683,174000
1684,174000
1685,174000
1686,174000
1687,174000
1688,174000
1689,174000
1690,174000
1691,174000
1692,174000
1693,174000
1694,174000
1695,174000
1696,174000
1697,174000
1698,174000
1699,174000
1700,174000
1701,174000
1702,174000
1703,174000
1704,174000
1705,174000
1706,174000
1707,205950
1708,205950
1709,205950
1710,205950
1711,205950
1712,205950
1713,205950
1714,205950
1715,205950
1716,174000
1717,174000
1718,174000
1719,174000
1720,174000
1721,174000
1722,174000
1723,174000
1724,174000
1725,174000
1726,174000
1727,174000
1728,174000
1729,174000
1730,174000
1731,174000
1732,174000
1733,174000
1734,174000
1735,174000
1736,174000
1737,174000
1738,174000
1739,205950
1740,205950
1741,205950
1742,205950
1743,205950
1744,174000
1745,174000
1746,174000
1747,174000
1748,174000
1749,174000
1750,174000
1751,174000
1752,174000
1753,174000
1754,174000
1755,174000
1756,174000
1757,174000
1758,174000
1759,174000
1760,174000
1761,174000
1762,174000
1763,174000
1764,174000
1765,174000
1766,174000
1767,174000
1768,174000
1769,174000
1770,174000
1771,174000
1772,174000
1773,174000
1774,174000
1775,174000
1776,174000
1777,174000
1778,174000
1779,174000
1780,174000
1781,174000
1782,174000
1783,174000
1784,174000
1785,174000
1786,174000
1787,174000
1788,174000
1789,174000
1790,174000
1791,174000
1792,174000
1793,174000
1794,174000
1795,174000
1796,174000
1797,174000
1798,174000
1799,174000
1800,174000
1801,174000
1802,174000
1803,174000
1804,174000
1805,174000
1806,120500
1807,120500
1808,120500
1809,120500
1810,120500
1811,120500
1812,120500
1813,120500
1814,120500
1815,120500
1816,120500
1817,120500
1818,120500
1819,120500
1820,74700
1821,120500
1822,120500
1823,74700
1824,174000
1825,174000
1826,120500
1827,120500
1828,120500
1829,120500
1830,120500
1831,120500
1832,120500
1833,120500
1834,120500
1835,120500
1836,120500
1837,120500
1838,120500
1839,174000
1840,174000
1841,174000
1842,174000
1843,174000
1844,174000
1845,174000
1846,174000
1847,174000
1848,174000
1849,174000
1850,174000
1851,174000
1852,174000
1853,174000
1854,174000
1855,174000
1856,174000
1857,174000
1858,174000
1859,174000
1860,174000
1861,174000
1862,174000
1863,174000
1864,174000
1865,174000
1866,174000
1867,174000
1868,174000
1869,174000
1870,174000
1871,174000
1872,174000
1873,174000
1874,174000
1875,174000
1876,174000
1877,174000
1878,174000
1879,174000
1880,174000
1881,174000
1882,174000
1883,174000
1884,174000
1885,174000
1886,174000
1887,174000
1888,174000
1889,174000
1890,174000
1891,120500
1892,174000
1893,174000
1894,174000
1895,174000
1896,174000
1897,136500
1898,174000
1899,174000
1900,174000
1901,174000
1902,174000
1903,174000
1904,174000
1905,174000
1906,174000
1907,174000
1908,120500
1909,120500
1910,120500
1911,174000
1912,174000
1913,120500
1914,74700
1915,120500
1916,174000
1917,174000
1918,174000
1919,174000
1920,174000
1921,174000
1922,174000
1923,174000
1924,174000
1925,174000
1926,174000
1927,174000
1928,174000
1929,174000
1930,174000
1931,174000
1932,174000
1933,174000
1934,174000
1935,174000
1936,174000
1937,174000
1938,174000
1939,174000
1940,174000
1941,174000
1942,174000
1943,174000
1944,174000
1945,174000
1946,174000
1947,174000
1948,174000
1949,174000
1950,174000
1951,174000
1952,174000
1953,174000
1954,174000
1955,174000
1956,174000
1957,174000
1958,174000
1959,174000
1960,174000
1961,174000
1962,120500
1963,120500
1964,120500
1965,174000
1966,174000
1967,174000
1968,174000
1969,174000
1970,174000
1971,174000
1972,174000
1973,174000
1974,174000
1975,174000
1976,174000
1977,174000
1978,174000
1979,174000
1980,174000
1981,174000
1982,174000
1983,174000
1984,174000
1985,174000
1986,120500
1987,174000
1988,174000
1989,174000
1990,174000
1991,174000
1992,174000
1993,174000
1994,174000
1995,174000
1996,174000
1997,174000
1998,174000
1999,174000
2000,174000
2001,174000
2002,174000
2003,174000
2004,174000
2005,174000
2006,205950
2007,205950
2008,205950
2009,174000
2010,174000
2011,174000
2012,174000
2013,174000
2014,174000
2015,174000
2016,174000
2017,174000
2018,174000
2019,174000
2020,174000
2021,174000
2022,174000
2023,174000
2024,174000
2025,174000
2026,205950
2027,205950
2028,205950
2029,205950
2030,205950
2031,205950
2032,205950
2033,205950
2034,205950
2035,205950
2036,205950
2037,205950
2038,205950
2039,174000
2040,174000
2041,174000
2042,205950
2043,174000
2044,174000
2045,174000
2046,174000
2047,174000
2048,174000
2049,174000
2050,174000
2051,174000
2052,174000
